ID,CABELLO,OJOS,PIEL,CROMA_CAB,CROMA_OJOS,CROMA_PIEL,TEMP_OJOS,TEMP_PIEL,TEMP_CAB,VALOR_CAB,VALOR_OJOS,VALOR_PIEL,TEMP_TOTAL,VALOR_TOTAL,CROMA_TOTAL,PALETAS
28,rubio,gris,negro,brillante,suave,suave,frio,calido,calido,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
29,rubio,gris,negro,brillante,suave,brillante,frio,calido,calido,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
30,rubio,gris,negro,brillante,brillante,suave,frio,calido,calido,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
31,rubio,gris,negro,brillante,brillante,brillante,frio,calido,calido,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
32,rubio,gris,amarillento,suave,suave,suave,frio,calido,calido,claro,claro,claro,calido,claro,suave,PRIMAVERA
33,rubio,gris,amarillento,suave,suave,brillante,frio,calido,calido,claro,claro,claro,calido,claro,suave,PRIMAVERA
34,rubio,gris,amarillento,suave,brillante,suave,frio,calido,calido,claro,claro,claro,calido,claro,suave,PRIMAVERA
35,rubio,gris,amarillento,suave,brillante,brillante,frio,calido,calido,claro,claro,claro,calido,claro,brillante,PRIMAVERA
36,rubio,gris,amarillento,brillante,suave,suave,frio,calido,calido,claro,claro,claro,calido,claro,suave,PRIMAVERA
37,rubio,gris,amarillento,brillante,suave,brillante,frio,calido,calido,claro,claro,claro,calido,claro,brillante,PRIMAVERA
38,rubio,gris,amarillento,brillante,brillante,suave,frio,calido,calido,claro,claro,claro,calido,claro,brillante,PRIMAVERA
39,rubio,gris,amarillento,brillante,brillante,brillante,frio,calido,calido,claro,claro,claro,calido,claro,brillante,PRIMAVERA
40,rubio,gris,moreno claro / dorado,suave,suave,suave,frio,calido,calido,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
41,rubio,gris,moreno claro / dorado,suave,suave,brillante,frio,calido,calido,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
42,rubio,gris,moreno claro / dorado,suave,brillante,suave,frio,calido,calido,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
43,rubio,gris,moreno claro / dorado,suave,brillante,brillante,frio,calido,calido,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
44,rubio,gris,moreno claro / dorado,brillante,suave,suave,frio,calido,calido,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
45,rubio,gris,moreno claro / dorado,brillante,suave,brillante,frio,calido,calido,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
46,rubio,gris,moreno claro / dorado,brillante,brillante,suave,frio,calido,calido,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
47,rubio,gris,moreno claro / dorado,brillante,brillante,brillante,frio,calido,calido,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
48,rubio,gris,moreno / marron claro,suave,suave,suave,frio,calido,calido,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
49,rubio,gris,moreno / marron claro,suave,suave,brillante,frio,calido,calido,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
50,rubio,gris,moreno / marron claro,suave,brillante,suave,frio,calido,calido,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
51,rubio,gris,moreno / marron claro,suave,brillante,brillante,frio,calido,calido,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
52,rubio,gris,moreno / marron claro,brillante,suave,suave,frio,calido,calido,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
53,rubio,gris,moreno / marron claro,brillante,suave,brillante,frio,calido,calido,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
54,rubio,gris,moreno / marron claro,brillante,brillante,suave,frio,calido,calido,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
55,rubio,gris,moreno / marron claro,brillante,brillante,brillante,frio,calido,calido,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
56,rubio,negro,melocoton,suave,suave,suave,calido,calido,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
57,rubio,negro,melocoton,suave,suave,brillante,calido,calido,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
58,rubio,negro,melocoton,suave,brillante,suave,calido,calido,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
59,rubio,negro,melocoton,suave,brillante,brillante,calido,calido,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
60,rubio,negro,melocoton,brillante,suave,suave,calido,calido,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
61,rubio,negro,melocoton,brillante,suave,brillante,calido,calido,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
62,rubio,negro,melocoton,brillante,brillante,suave,calido,calido,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
63,rubio,negro,melocoton,brillante,brillante,brillante,calido,calido,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
64,rubio,negro,blanco / palido,suave,suave,suave,calido,frio,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
65,rubio,negro,blanco / palido,suave,suave,brillante,calido,frio,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
66,rubio,negro,blanco / palido,suave,brillante,suave,calido,frio,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
67,rubio,negro,blanco / palido,suave,brillante,brillante,calido,frio,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
68,rubio,negro,blanco / palido,brillante,suave,suave,calido,frio,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
69,rubio,negro,blanco / palido,brillante,suave,brillante,calido,frio,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
70,rubio,negro,blanco / palido,brillante,brillante,suave,calido,frio,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
71,rubio,negro,blanco / palido,brillante,brillante,brillante,calido,frio,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
72,rubio,negro,rosada,suave,suave,suave,calido,frio,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
73,rubio,negro,rosada,suave,suave,brillante,calido,frio,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
74,rubio,negro,rosada,suave,brillante,suave,calido,frio,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
75,rubio,negro,rosada,suave,brillante,brillante,calido,frio,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
76,rubio,negro,rosada,brillante,suave,suave,calido,frio,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
77,rubio,negro,rosada,brillante,suave,brillante,calido,frio,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
78,rubio,negro,rosada,brillante,brillante,suave,calido,frio,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
79,rubio,negro,rosada,brillante,brillante,brillante,calido,frio,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
80,rubio,negro,negro,suave,suave,suave,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
81,rubio,negro,negro,suave,suave,brillante,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
82,rubio,negro,negro,suave,brillante,suave,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
83,rubio,negro,negro,suave,brillante,brillante,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
84,rubio,negro,negro,brillante,suave,suave,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
85,rubio,negro,negro,brillante,suave,brillante,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
86,rubio,negro,negro,brillante,brillante,suave,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
87,rubio,negro,negro,brillante,brillante,brillante,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
88,rubio,negro,amarillento,suave,suave,suave,calido,calido,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
89,rubio,negro,amarillento,suave,suave,brillante,calido,calido,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
90,rubio,negro,amarillento,suave,brillante,suave,calido,calido,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
91,rubio,negro,amarillento,suave,brillante,brillante,calido,calido,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
92,rubio,negro,amarillento,brillante,suave,suave,calido,calido,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
93,rubio,negro,amarillento,brillante,suave,brillante,calido,calido,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
94,rubio,negro,amarillento,brillante,brillante,suave,calido,calido,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
95,rubio,negro,amarillento,brillante,brillante,brillante,calido,calido,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
96,rubio,negro,moreno claro / dorado,suave,suave,suave,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
97,rubio,negro,moreno claro / dorado,suave,suave,brillante,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
98,rubio,negro,moreno claro / dorado,suave,brillante,suave,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
99,rubio,negro,moreno claro / dorado,suave,brillante,brillante,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
100,rubio,negro,moreno claro / dorado,brillante,suave,suave,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
101,rubio,negro,moreno claro / dorado,brillante,suave,brillante,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
102,rubio,negro,moreno claro / dorado,brillante,brillante,suave,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
103,rubio,negro,moreno claro / dorado,brillante,brillante,brillante,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
104,rubio,negro,moreno / marron claro,suave,suave,suave,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
105,rubio,negro,moreno / marron claro,suave,suave,brillante,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
106,rubio,negro,moreno / marron claro,suave,brillante,suave,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
107,rubio,negro,moreno / marron claro,suave,brillante,brillante,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
108,rubio,negro,moreno / marron claro,brillante,suave,suave,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
109,rubio,negro,moreno / marron claro,brillante,suave,brillante,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
110,rubio,negro,moreno / marron claro,brillante,brillante,suave,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
111,rubio,negro,moreno / marron claro,brillante,brillante,brillante,calido,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
112,rubio,marron oscuro,melocoton,suave,suave,suave,frio,calido,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
113,rubio,marron oscuro,melocoton,suave,suave,brillante,frio,calido,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
114,rubio,marron oscuro,melocoton,suave,brillante,suave,frio,calido,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
115,rubio,marron oscuro,melocoton,suave,brillante,brillante,frio,calido,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
116,rubio,marron oscuro,melocoton,brillante,suave,suave,frio,calido,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
117,rubio,marron oscuro,melocoton,brillante,suave,brillante,frio,calido,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
118,rubio,marron oscuro,melocoton,brillante,brillante,suave,frio,calido,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
119,rubio,marron oscuro,melocoton,brillante,brillante,brillante,frio,calido,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
120,rubio,marron oscuro,blanco / palido,suave,suave,suave,frio,frio,calido,claro,oscuro,claro,frio,claro,suave,OTOÑO
121,rubio,marron oscuro,blanco / palido,suave,suave,brillante,frio,frio,calido,claro,oscuro,claro,frio,claro,suave,OTOÑO
122,rubio,marron oscuro,blanco / palido,suave,brillante,suave,frio,frio,calido,claro,oscuro,claro,frio,claro,suave,OTOÑO
123,rubio,marron oscuro,blanco / palido,suave,brillante,brillante,frio,frio,calido,claro,oscuro,claro,frio,claro,brillante,OTOÑO
124,rubio,marron oscuro,blanco / palido,brillante,suave,suave,frio,frio,calido,claro,oscuro,claro,frio,claro,suave,OTOÑO
125,rubio,marron oscuro,blanco / palido,brillante,suave,brillante,frio,frio,calido,claro,oscuro,claro,frio,claro,brillante,OTOÑO
126,rubio,marron oscuro,blanco / palido,brillante,brillante,suave,frio,frio,calido,claro,oscuro,claro,frio,claro,brillante,OTOÑO
127,rubio,marron oscuro,blanco / palido,brillante,brillante,brillante,frio,frio,calido,claro,oscuro,claro,frio,claro,brillante,OTOÑO
128,rubio,marron oscuro,rosada,suave,suave,suave,frio,frio,calido,claro,oscuro,claro,frio,claro,suave,OTOÑO
129,rubio,marron oscuro,rosada,suave,suave,brillante,frio,frio,calido,claro,oscuro,claro,frio,claro,suave,OTOÑO
130,rubio,marron oscuro,rosada,suave,brillante,suave,frio,frio,calido,claro,oscuro,claro,frio,claro,suave,OTOÑO
131,rubio,marron oscuro,rosada,suave,brillante,brillante,frio,frio,calido,claro,oscuro,claro,frio,claro,brillante,OTOÑO
132,rubio,marron oscuro,rosada,brillante,suave,suave,frio,frio,calido,claro,oscuro,claro,frio,claro,suave,OTOÑO
133,rubio,marron oscuro,rosada,brillante,suave,brillante,frio,frio,calido,claro,oscuro,claro,frio,claro,brillante,OTOÑO
134,rubio,marron oscuro,rosada,brillante,brillante,suave,frio,frio,calido,claro,oscuro,claro,frio,claro,brillante,OTOÑO
135,rubio,marron oscuro,rosada,brillante,brillante,brillante,frio,frio,calido,claro,oscuro,claro,frio,claro,brillante,OTOÑO
136,rubio,marron oscuro,negro,suave,suave,suave,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
137,rubio,marron oscuro,negro,suave,suave,brillante,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
138,rubio,marron oscuro,negro,suave,brillante,suave,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
139,rubio,marron oscuro,negro,suave,brillante,brillante,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
140,rubio,marron oscuro,negro,brillante,suave,suave,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
141,rubio,marron oscuro,negro,brillante,suave,brillante,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
142,rubio,marron oscuro,negro,brillante,brillante,suave,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
143,rubio,marron oscuro,negro,brillante,brillante,brillante,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
144,rubio,marron oscuro,amarillento,suave,suave,suave,frio,calido,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
145,rubio,marron oscuro,amarillento,suave,suave,brillante,frio,calido,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
146,rubio,marron oscuro,amarillento,suave,brillante,suave,frio,calido,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
147,rubio,marron oscuro,amarillento,suave,brillante,brillante,frio,calido,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
148,rubio,marron oscuro,amarillento,brillante,suave,suave,frio,calido,calido,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
149,rubio,marron oscuro,amarillento,brillante,suave,brillante,frio,calido,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
150,rubio,marron oscuro,amarillento,brillante,brillante,suave,frio,calido,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
151,rubio,marron oscuro,amarillento,brillante,brillante,brillante,frio,calido,calido,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
152,rubio,marron oscuro,moreno claro / dorado,suave,suave,suave,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
153,rubio,marron oscuro,moreno claro / dorado,suave,suave,brillante,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
154,rubio,marron oscuro,moreno claro / dorado,suave,brillante,suave,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
155,rubio,marron oscuro,moreno claro / dorado,suave,brillante,brillante,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
156,rubio,marron oscuro,moreno claro / dorado,brillante,suave,suave,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
157,rubio,marron oscuro,moreno claro / dorado,brillante,suave,brillante,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
158,rubio,marron oscuro,moreno claro / dorado,brillante,brillante,suave,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
159,rubio,marron oscuro,moreno claro / dorado,brillante,brillante,brillante,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
160,rubio,marron oscuro,moreno / marron claro,suave,suave,suave,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
161,rubio,marron oscuro,moreno / marron claro,suave,suave,brillante,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
162,rubio,marron oscuro,moreno / marron claro,suave,brillante,suave,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
163,rubio,marron oscuro,moreno / marron claro,suave,brillante,brillante,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
164,rubio,marron oscuro,moreno / marron claro,brillante,suave,suave,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
165,rubio,marron oscuro,moreno / marron claro,brillante,suave,brillante,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
166,rubio,marron oscuro,moreno / marron claro,brillante,brillante,suave,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
167,rubio,marron oscuro,moreno / marron claro,brillante,brillante,brillante,frio,calido,calido,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
168,rubio,azul,melocoton,suave,suave,suave,frio,calido,calido,claro,claro,claro,calido,claro,suave,PRIMAVERA
169,rubio,azul,melocoton,suave,suave,brillante,frio,calido,calido,claro,claro,claro,calido,claro,suave,PRIMAVERA
170,rubio,azul,melocoton,suave,brillante,suave,frio,calido,calido,claro,claro,claro,calido,claro,suave,PRIMAVERA
171,rubio,azul,melocoton,suave,brillante,brillante,frio,calido,calido,claro,claro,claro,calido,claro,brillante,PRIMAVERA
172,rubio,azul,melocoton,brillante,suave,suave,frio,calido,calido,claro,claro,claro,calido,claro,suave,PRIMAVERA
173,rubio,azul,melocoton,brillante,suave,brillante,frio,calido,calido,claro,claro,claro,calido,claro,brillante,PRIMAVERA
174,rubio,azul,melocoton,brillante,brillante,suave,frio,calido,calido,claro,claro,claro,calido,claro,brillante,PRIMAVERA
175,rubio,azul,melocoton,brillante,brillante,brillante,frio,calido,calido,claro,claro,claro,calido,claro,brillante,PRIMAVERA
176,rubio,azul,blanco / palido,suave,suave,suave,frio,frio,calido,claro,claro,claro,frio,claro,suave,OTOÑO
177,rubio,azul,blanco / palido,suave,suave,brillante,frio,frio,calido,claro,claro,claro,frio,claro,suave,OTOÑO
178,rubio,azul,blanco / palido,suave,brillante,suave,frio,frio,calido,claro,claro,claro,frio,claro,suave,OTOÑO
179,rubio,azul,blanco / palido,suave,brillante,brillante,frio,frio,calido,claro,claro,claro,frio,claro,brillante,OTOÑO
180,rubio,azul,blanco / palido,brillante,suave,suave,frio,frio,calido,claro,claro,claro,frio,claro,suave,OTOÑO
181,rubio,azul,blanco / palido,brillante,suave,brillante,frio,frio,calido,claro,claro,claro,frio,claro,brillante,OTOÑO
182,rubio,azul,blanco / palido,brillante,brillante,suave,frio,frio,calido,claro,claro,claro,frio,claro,brillante,OTOÑO
183,rubio,azul,blanco / palido,brillante,brillante,brillante,frio,frio,calido,claro,claro,claro,frio,claro,brillante,OTOÑO
184,rubio,azul,rosada,suave,suave,suave,frio,frio,calido,claro,claro,claro,frio,claro,suave,OTOÑO
185,rubio,azul,rosada,suave,suave,brillante,frio,frio,calido,claro,claro,claro,frio,claro,suave,OTOÑO
186,rubio,azul,rosada,suave,brillante,suave,frio,frio,calido,claro,claro,claro,frio,claro,suave,OTOÑO
187,rubio,azul,rosada,suave,brillante,brillante,frio,frio,calido,claro,claro,claro,frio,claro,brillante,OTOÑO
188,rubio,azul,rosada,brillante,suave,suave,frio,frio,calido,claro,claro,claro,frio,claro,suave,OTOÑO
189,rubio,azul,rosada,brillante,suave,brillante,frio,frio,calido,claro,claro,claro,frio,claro,brillante,OTOÑO
190,rubio,azul,rosada,brillante,brillante,suave,frio,frio,calido,claro,claro,claro,frio,claro,brillante,OTOÑO
191,rubio,azul,rosada,brillante,brillante,brillante,frio,frio,calido,claro,claro,claro,frio,claro,brillante,OTOÑO
192,rubio,azul,negro,suave,suave,suave,frio,calido,calido,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
193,rubio,azul,negro,suave,suave,brillante,frio,calido,calido,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
194,rubio,azul,negro,suave,brillante,suave,frio,calido,calido,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
195,rubio,azul,negro,suave,brillante,brillante,frio,calido,calido,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
196,rubio,azul,negro,brillante,suave,suave,frio,calido,calido,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
197,rubio,azul,negro,brillante,suave,brillante,frio,calido,calido,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
198,rubio,azul,negro,brillante,brillante,suave,frio,calido,calido,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
199,rubio,azul,negro,brillante,brillante,brillante,frio,calido,calido,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
200,rubio,azul,amarillento,suave,suave,suave,frio,calido,calido,claro,claro,claro,calido,claro,suave,PRIMAVERA
201,rubio,azul,amarillento,suave,suave,brillante,frio,calido,calido,claro,claro,claro,calido,claro,suave,PRIMAVERA
202,rubio,azul,amarillento,suave,brillante,suave,frio,calido,calido,claro,claro,claro,calido,claro,suave,PRIMAVERA
203,rubio,azul,amarillento,suave,brillante,brillante,frio,calido,calido,claro,claro,claro,calido,claro,brillante,PRIMAVERA
204,rubio,azul,amarillento,brillante,suave,suave,frio,calido,calido,claro,claro,claro,calido,claro,suave,PRIMAVERA
205,rubio,azul,amarillento,brillante,suave,brillante,frio,calido,calido,claro,claro,claro,calido,claro,brillante,PRIMAVERA
206,rubio,azul,amarillento,brillante,brillante,suave,frio,calido,calido,claro,claro,claro,calido,claro,brillante,PRIMAVERA
207,rubio,azul,amarillento,brillante,brillante,brillante,frio,calido,calido,claro,claro,claro,calido,claro,brillante,PRIMAVERA
208,rubio,azul,moreno claro / dorado,suave,suave,suave,frio,calido,calido,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
209,rubio,azul,moreno claro / dorado,suave,suave,brillante,frio,calido,calido,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
210,rubio,azul,moreno claro / dorado,suave,brillante,suave,frio,calido,calido,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
211,rubio,azul,moreno claro / dorado,suave,brillante,brillante,frio,calido,calido,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
